user_id,username,event_id,timestamp,role,department,privilege_level,record_limit,records_accessed,access_type,device_type,location,session_duration_min,external_emails_sent,off_hours_access,bulk_download_flag,unauthorized_access,usb_connected,failed_auth_attempts,vpn_usage,hour,day_of_week,is_weekend,avg_records_per_session,max_records_session,total_events,off_hours_ratio,bulk_download_ratio,external_email_ratio,avg_session_duration,usb_usage_count,failed_auth_ratio,unique_access_types,vpn_ratio,weekend_access_ratio,unauthorized_ratio,external_email_count,records_over_limit,session_anomaly_score,after_midnight,privilege_risk,device_risk,location_risk,access_type_risk,combined_risk_score,authentication_risk,activity_risk_score,Target
57,130,-0.327323959791265,-1.7303612474962888,1.8987567191138628,-1.504026974010582,0.09655645362964864,-1.1379380009489508,-0.7403308883813616,-0.33253429969338527,-1.8083540669674827,1.2511254598667318,-1.0347815480492422,-0.18610403880179224,1.3763912977865327,-0.2826800657029896,-0.2327071925961267,3.305598905944901,5.561226910691619,-0.37120786035663517,-3.007189737252904,-1.5105595794088498,-0.6488089868070365,-0.6080008808468748,-0.16655841205967972,2.8990863266033204,2.5628367570671293,0.6399317244570147,3.381871027263481,-2.539377859270683,3.415654845115653,2.093695087463952,1.0465033099016356,1.1721830334013954,-0.5948757316671374,2.4258844758841716,4.060401097903063,-0.08887146251539853,-0.16019371292914614,5.9266347955648495,-1.6802108691963922,2.580929051097985,2.5033281925096382,1.749650179705961,2.1253455054018793,6.740020810232541,-0.3015127310977308,1
139,126,1.5084563330098861,-1.7294389682894498,-0.7333358899483206,0.7822887619221538,-0.9767056655614453,0.11591860367472943,0.5978353575206088,-1.4957851041142871,0.8575224210045922,1.2511254598667318,-1.303636624344868,-0.18610403880179224,1.3763912977865327,3.537568160362233,-0.2327071925961267,-0.3025170410728193,2.0451295564119416,-0.37120786035663517,-2.5218382533256265,-1.5105595794088498,-0.6488089868070365,1.879745008101034,3.2022704122106647,1.6668662222522832,1.836523207504106,3.6306239270664387,1.6895663376145555,-2.4937372923374137,2.203244703249961,1.4684363075238955,1.0465033099016356,0.5908568777557922,-0.06392771454439511,2.4131525261724383,1.512974845504867,0.43614505003047227,-0.16019371292914614,5.9266347955648495,0.9845782123595559,-0.7124875843000136,2.5033281925096382,1.436689042534218,1.8361362454082233,2.7207742431846214,2.7436037493704806,1
139,126,1.5481040239141801,-1.7285166890826105,-0.7333358899483206,0.7822887619221538,-0.9767056655614453,0.11591860367472943,0.2409910252800833,0.24909110251706562,0.8575224210045922,2.2039895086644843,-1.363382196855007,-0.18610403880179224,1.3763912977865327,-0.2826800657029896,-0.2327071925961267,-0.3025170410728193,2.9241538949818606,2.693908472302438,-1.7938110274347108,-1.5105595794088498,-0.6488089868070365,1.879745008101034,3.2022704122106647,1.6668662222522832,1.836523207504106,3.6306239270664387,1.6895663376145555,-2.4937372923374137,2.203244703249961,1.4684363075238955,1.0465033099016356,0.5908568777557922,-0.06392771454439511,2.4131525261724383,1.512974845504867,0.08613404166655833,-0.16019371292914614,-0.16872981624383912,0.9845782123595559,-0.7124875843000136,0.3873080891815945,0.4978056310189881,0.5346945754367681,3.725585884946601,-0.3015127310977308,1
76,114,0.22405555557542928,-1.7275944098757712,-0.7333358899483206,-1.504026974010582,-0.9767056655614453,0.11591860367472943,0.5978353575206088,0.8307165047275165,0.8575224210045922,-0.6546026377287725,1.3550413523563198,-0.18610403880179224,-0.7265375780914679,-0.2826800657029896,-0.2327071925961267,-0.3025170410728193,0.28708087927210296,-0.37120786035663517,-1.3084595435074333,-1.5105595794088498,-0.6488089868070365,-0.17745958477344814,-0.16655841205967972,-0.24992060673821942,-0.08186154118775862,-0.3083947351766845,-0.37226802696466244,0.34521081797148856,-0.3148378990864759,-0.09314062655740563,0.03914667774676866,0.37567905250690153,0.44415175502437126,-0.3751444606971153,-0.34731669407539467,0.43614505003047227,-0.16019371292914614,-0.16872981624383912,0.9845782123595559,-0.7124875843000136,-0.6707019624824275,-0.7540389176679848,-0.4775378345410298,-0.2936606821013186,-0.3015127310977308,0
65,28,-0.05624439872469624,-1.726672130668932,1.8987567191138628,-1.504026974010582,0.09655645362964864,-1.1379380009489508,-0.561908722261099,-0.9141597019038361,0.19105329901157345,-0.6546026377287725,-0.7659264717536165,-0.18610403880179224,-0.7265375780914679,-0.2826800657029896,-0.2327071925961267,-0.3025170410728193,0.28708087927210296,-0.37120786035663517,-1.3084595435074333,-1.5105595794088498,-0.6488089868070365,-1.1505736735928995,-1.0087656181272657,0.1608194280454597,-0.6941119928979281,-0.6174475546108807,-0.37226802696466244,1.0313224864464183,-0.3148378990864759,-0.27222055019058256,0.03914667774676866,0.001456747726222664,-0.6445899654801283,-0.3751444606971153,-0.34731669407539467,0.6111505542124291,-0.16019371292914614,-0.16872981624383912,-1.6802108691963922,0.7512531425435415,-0.6707019624824275,-0.12811664332449843,-0.7667470945346864,-0.2936606821013186,-0.3015127310977308,0
7,10,-1.583141518201696,-1.7257498514620928,0.5827104145827711,0.020183516611241816,1.1698185728207426,-0.3020335978664973,-0.026642223900310787,-0.9141597019038361,0.8575224210045922,-0.6546026377287725,-0.49707139545799073,-0.18610403880179224,-0.7265375780914679,-0.2826800657029896,-0.2327071925961267,-0.3025170410728193,-0.5919434592978163,-0.37120786035663517,-1.3084595435074333,-1.5105595794088498,-0.6488089868070365,-0.4507597118461451,-0.44729414741554174,0.36618944543729925,0.6664445664580041,-0.38565794003523396,-0.37226802696466244,0.59596178844358,-0.4081002176915291,-0.6053092081482913,-0.9682099544080982,0.6329568870436181,1.7748360800854261,-0.3751444606971153,-0.34731669407539467,0.1444692097272106,-0.16019371292914614,-0.16872981624383912,-0.6809149636129118,-0.7124875843000136,-0.6707019624824275,-0.12811664332449843,-0.9113517245315147,-0.2936606821013186,-0.3015127310977308,0
120,20,1.1294981711107033,-1.7248275722552535,-1.3913590422138664,-1.504026974010582,-0.9767056655614453,2.6236318129220897,2.203634852602973,0.8307165047275165,-1.1418849449744641,-0.6546026377287725,-0.22821631916236498,-0.18610403880179224,-0.7265375780914679,-0.2826800657029896,-0.2327071925961267,-0.3025170410728193,0.28708087927210296,-0.37120786035663517,-1.3084595435074333,-1.5105595794088498,-0.6488089868070365,2.2603775487150086,1.5178560000754926,-0.38683395166611245,-1.518609267867623,-0.6174475546108807,-0.37226802696466244,0.31780540141282587,-0.4081002176915291,-0.4965718785182263,-0.9682099544080982,1.6517771118090179,-2.110762149092854,-0.3751444606971153,-0.34731669407539467,0.12113514250294975,-0.16019371292914614,-0.16872981624383912,0.9845782123595559,0.019382779121763935,-0.6707019624824275,-0.7540389176679848,-0.1883285745473733,-0.2936606821013186,-0.3015127310977308,0
84,12,0.3891005944560953,-1.7239052930484144,-0.7333358899483206,-0.3608691060442142,-0.9767056655614453,0.11591860367472943,-0.11585330696044215,-1.4957851041142871,-0.4754158229814453,-0.6546026377287725,-0.7659264717536165,-0.18610403880179224,-0.7265375780914679,-0.2826800657029896,-0.2327071925961267,-0.3025170410728193,0.28708087927210296,-0.37120786035663517,-1.0657838015437948,-1.5105595794088498,-0.6488089868070365,-0.07269453606224752,-0.16655841205967972,-0.044550589346379864,-0.5308452057752165,-0.3393000171201041,-0.37226802696466244,0.6839125571016711,-0.3148378990864759,-0.510755008469974,0.03914667774676866,-0.7563434194546536,-0.3542588400122622,-0.3751444606971153,-0.34731669407539467,-0.2638769666973554,-0.16019371292914614,-0.16872981624383912,0.9845782123595559,1.483123505965319,-0.6707019624824275,1.436689042534218,1.4023223554177373,-0.2936606821013186,-0.3015127310977308,0
88,141,0.4822265661150186,-1.7229830138415752,0.5827104145827711,-1.122974351355126,1.1698185728207426,-0.3020335978664973,-0.4726976392009676,-0.33253429969338527,-1.1418849449744641,-0.6546026377287725,0.19000268840860837,-0.18610403880179224,-0.7265375780914679,-0.2826800657029896,-0.2327071925961267,-0.3025170410728193,0.28708087927210296,-0.37120786035663517,-1.0657838015437948,-1.5105595794088498,-0.6488089868070365,-0.36794149152108546,-0.44729414741554174,0.1608194280454597,-0.08186154118775862,-0.36458615689199264,-0.37226802696466244,0.14917891269293695,-0.3148378990864759,-0.20775177768263872,1.0465033099016356,-0.41954334515204145,0.44415175502437126,-0.3751444606971153,-0.34731669407539467,-0.43888247087931226,-0.16019371292914614,-0.16872981624383912,-0.6809149636129118,0.019382779121763935,-0.6707019624824275,1.749650179705961,0.2454853154431116,-0.2936606821013186,-0.3015127310977308,0
98,125,0.6398952904088392,-1.7220607346347359,1.8987567191138628,0.4012361392666978,0.09655645362964864,-1.1379380009489508,-0.6511198053212303,0.8307165047275165,0.8575224210045922,-0.6546026377287725,-0.4671986092029212,-0.18610403880179224,-0.7265375780914679,-0.2826800657029896,-0.2327071925961267,-0.3025170410728193,-0.5919434592978163,-0.37120786035663517,-0.8231080595801561,-1.5105595794088498,-0.6488089868070365,-1.1215872964791285,-1.0087656181272657,-0.592203969057952,-0.7961537348496234,-0.6174475546108807,-0.37226802696466244,0.9777261139374918,-0.22157558048142267,-0.5623300264763288,-1.975566586562965,0.21195679416535396,-0.8260469188975453,-0.3751444606971153,-0.34731669407539467,0.2611395458485154,-0.16019371292914614,-0.16872981624383912,-1.6802108691963922,-0.7124875843000136,-0.6707019624824275,-0.7540389176679848,-1.634374874515656,-0.2936606821013186,-0.3015127310977308,0
